8.752400000000000000e+04,4.422460113999999862e+02,2.532911550000000034e+02,8.197383919999999824e-01,9.054600000000000000e+04,7.586505789999999916e-01,1.184039999999999964e+03,1.000000000000000000e+00
7.516600000000000000e+04,4.066906870000000254e+02,2.430324363000000005e+02,8.018052340000000333e-01,7.878900000000000000e+04,6.841295699999999647e-01,1.121786000000000058e+03,1.000000000000000000e+00
9.085600000000000000e+04,4.422670482999999990e+02,2.663283177000000137e+02,7.983536190000000143e-01,9.371700000000000000e+04,6.376128119999999733e-01,1.208575000000000045e+03,1.000000000000000000e+00
4.592800000000000000e+04,2.865405585999999971e+02,2.087600423000000092e+02,6.849892170000000391e-01,4.733600000000000000e+04,6.995993849999999625e-01,8.441620000000000346e+02,1.000000000000000000e+00
7.940800000000000000e+04,3.521907699000000207e+02,2.908275328999999942e+02,5.640113300000000329e-01,8.146300000000000000e+04,7.927719260000000157e-01,1.073250999999999976e+03,1.000000000000000000e+00
4.924200000000000000e+04,3.181254069999999956e+02,2.001221199999999953e+02,7.773512769999999517e-01,5.136800000000000000e+04,6.584563540000000215e-01,8.818360000000000127e+02,1.000000000000000000e+00
4.249200000000000000e+04,3.101460715000000050e+02,1.761314494000000082e+02,8.230986810000000542e-01,4.390400000000000000e+04,6.658935620000000499e-01,8.237960000000000491e+02,1.000000000000000000e+00
6.095200000000000000e+04,3.324554716000000099e+02,2.354298349999999971e+02,7.060575180000000506e-01,6.232900000000000000e+04,7.435981900000000477e-01,9.333659999999999854e+02,1.000000000000000000e+00
4.225600000000000000e+04,3.231896072000000117e+02,1.725759261000000038e+02,8.454987889999999728e-01,4.474300000000000000e+04,6.980309239999999971e-01,8.497279999999999518e+02,1.000000000000000000e+00
6.438000000000000000e+04,3.669648422999999866e+02,2.277716146999999864e+02,7.840556260000000055e-01,6.612500000000000000e+04,6.643757160000000050e-01,9.815439999999999827e+02,1.000000000000000000e+00
8.043700000000000000e+04,4.494545810999999844e+02,2.323255063999999948e+02,8.560425179999999745e-01,8.446000000000000000e+04,6.742357570000000466e-01,1.176305000000000064e+03,1.000000000000000000e+00
4.372500000000000000e+04,3.013222175999999877e+02,1.869506294999999909e+02,7.842584519999999948e-01,4.502100000000000000e+04,6.970682480000000014e-01,8.188730000000000473e+02,1.000000000000000000e+00
4.344100000000000000e+04,2.766108287999999789e+02,2.018131354999999871e+02,6.838823370000000068e-01,4.513300000000000000e+04,6.908555979999999597e-01,8.037480000000000473e+02,1.000000000000000000e+00
7.679200000000000000e+04,3.388575453999999922e+02,2.913592017000000283e+02,5.105838129999999975e-01,7.884200000000000000e+04,7.723222370000000225e-01,1.042769999999999982e+03,1.000000000000000000e+00
7.416700000000000000e+04,3.877989307000000281e+02,2.478581227999999896e+02,7.690897380000000227e-01,7.680700000000000000e+04,6.801815850000000330e-01,1.084729000000000042e+03,1.000000000000000000e+00
3.356500000000000000e+04,2.615543311000000131e+02,1.677084907999999928e+02,7.673742749999999946e-01,3.579400000000000000e+04,6.815505200000000485e-01,7.514130000000000109e+02,1.000000000000000000e+00
6.467000000000000000e+04,4.030839751999999976e+02,2.064846436999999924e+02,8.588291679999999761e-01,6.641900000000000000e+04,7.567725699999999778e-01,1.028444999999999936e+03,1.000000000000000000e+00
6.476200000000000000e+04,3.542939395999999874e+02,2.357524629000000118e+02,7.464737259999999486e-01,6.671300000000000000e+04,6.949980150000000245e-01,9.815090000000000146e+02,1.000000000000000000e+00
4.329500000000000000e+04,3.042844666999999959e+02,1.828110368000000108e+02,7.994069590000000280e-01,4.471400000000000000e+04,7.138381889999999563e-01,8.146799999999999500e+02,1.000000000000000000e+00
7.069900000000000000e+04,4.186985723000000235e+02,2.165960536999999988e+02,8.557993919999999921e-01,7.236300000000000000e+04,7.280750540000000548e-01,1.061320999999999913e+03,1.000000000000000000e+00
6.972600000000000000e+04,3.541769123999999920e+02,2.525292080000000112e+02,7.011609619999999987e-01,7.184900000000000000e+04,7.343985339999999917e-01,1.035500999999999976e+03,1.000000000000000000e+00
5.734600000000000000e+04,3.304784384999999816e+02,2.224437484999999981e+02,7.395550269999999760e-01,5.936500000000000000e+04,7.236088330000000068e-01,9.282720000000000482e+02,1.000000000000000000e+00
8.202800000000000000e+04,3.971149758999999904e+02,2.683337726999999973e+02,7.371693670000000198e-01,8.442700000000000000e+04,6.863750849999999959e-01,1.106355000000000018e+03,1.000000000000000000e+00
6.125100000000000000e+04,3.015077895000000012e+02,2.736599413999999797e+02,4.197537069999999759e-01,6.473200000000000000e+04,6.435956710000000358e-01,9.717690000000000055e+02,1.000000000000000000e+00
9.627700000000000000e+04,4.471345225000000028e+02,2.752161542000000054e+02,7.881284050000000319e-01,9.786500000000000000e+04,7.040571570000000445e-01,1.181921000000000049e+03,1.000000000000000000e+00
7.562000000000000000e+04,3.682242843999999877e+02,2.634592554000000177e+02,6.986272510000000047e-01,7.749300000000000000e+04,7.262773719999999766e-01,1.059185999999999922e+03,1.000000000000000000e+00
7.316700000000000000e+04,3.400552180000000249e+02,2.760151771999999823e+02,5.841058099999999476e-01,7.454500000000000000e+04,7.787368559999999773e-01,1.010474000000000046e+03,1.000000000000000000e+00
6.084700000000000000e+04,3.369238695999999891e+02,2.314656958999999858e+02,7.266602290000000464e-01,6.249200000000000000e+04,6.985878300000000207e-01,9.646029999999999518e+02,1.000000000000000000e+00
8.102100000000000000e+04,3.477500582999999779e+02,2.976406264999999962e+02,5.171349309999999644e-01,8.255200000000000000e+04,7.575596070000000237e-01,1.063867999999999938e+03,1.000000000000000000e+00
5.990200000000000000e+04,3.585919147999999836e+02,2.229020272999999861e+02,7.833319579999999949e-01,6.325000000000000000e+04,7.441242240000000008e-01,9.827880000000000109e+02,1.000000000000000000e+00
8.874500000000000000e+04,4.297703549999999950e+02,2.656902360999999928e+02,7.860094880000000339e-01,9.071500000000000000e+04,7.520635239999999833e-01,1.162876999999999953e+03,1.000000000000000000e+00
4.180900000000000000e+04,3.075327391999999804e+02,1.750855679999999950e+02,8.221136949999999777e-01,4.383800000000000000e+04,6.974443670000000095e-01,8.286970000000000027e+02,1.000000000000000000e+00
7.532900000000000000e+04,3.642307797999999934e+02,2.658668635000000222e+02,6.835104990000000491e-01,7.754100000000000000e+04,7.230797289999999489e-01,1.075791999999999916e+03,1.000000000000000000e+00
6.160000000000000000e+04,3.501827544999999873e+02,2.258427713000000097e+02,7.642430749999999939e-01,6.339700000000000000e+04,7.468296110000000043e-01,9.724719999999999800e+02,1.000000000000000000e+00
4.642700000000000000e+04,2.538420284000000038e+02,2.359068240999999944e+02,3.692124589999999928e-01,4.827500000000000000e+04,6.842190590000000183e-01,8.443120000000000118e+02,1.000000000000000000e+00
4.086100000000000000e+04,2.497402265999999997e+02,2.135732717999999863e+02,5.183283300000000038e-01,4.309600000000000000e+04,7.430894009999999827e-01,7.849120000000000346e+02,1.000000000000000000e+00
