-1.281461548025914610e+00,1.690882726568957439e+00,0.000000000000000000e+00
-1.525293028843035747e+00,1.646302726777125969e+00,0.000000000000000000e+00
-1.322218854578975256e+00,1.727561333596715043e+00,0.000000000000000000e+00
-1.837916802151093876e+00,1.569031034390913293e+00,0.000000000000000000e+00
-1.639291149433036887e+00,1.751647577536878275e+00,0.000000000000000000e+00
-1.753113485347100653e+00,1.643097682240743262e+00,0.000000000000000000e+00
-1.422671682095831613e+00,1.558583852160223993e+00,0.000000000000000000e+00
-1.663571547059602418e+00,1.442069876087458846e+00,0.000000000000000000e+00
-1.706098454000793962e+00,1.426715529825335338e+00,0.000000000000000000e+00
-1.685484118812792920e+00,1.204282141814734919e+00,1.000000000000000000e+00
-1.705813761130203998e+00,1.536428787695772735e+00,0.000000000000000000e+00
-1.535989254785659064e+00,9.906021791880772476e-01,1.000000000000000000e+00
-1.458970953680642557e+00,1.910239002401425523e+00,0.000000000000000000e+00
-1.246568421086250211e+00,1.942466947057773341e+00,0.000000000000000000e+00
-1.563882658965325412e+00,1.398418689469858478e+00,0.000000000000000000e+00
-1.127760838045136271e+00,1.202676381634435465e+00,1.000000000000000000e+00
-1.695354708190374149e+00,1.317260726395388382e+00,0.000000000000000000e+00
-1.514522867433337527e+00,1.342292599360061622e+00,1.000000000000000000e+00
-1.480290102669328922e+00,1.857006738800208723e+00,0.000000000000000000e+00
-1.658917259837710656e+00,1.909352269770363097e+00,0.000000000000000000e+00
-1.440957819874817636e+00,1.562385535087571053e+00,0.000000000000000000e+00
-1.244711995538902549e+00,1.173654970204137449e+00,1.000000000000000000e+00
-1.189509171575379609e+00,1.720759759806998135e+00,0.000000000000000000e+00
-8.269040252064061569e-01,1.307568271277927963e+00,1.000000000000000000e+00
-1.573505315106745739e+00,1.560318770295325619e+00,0.000000000000000000e+00
-1.290617863420182143e+00,1.376880482719132992e+00,1.000000000000000000e+00
-1.458204182225897094e+00,1.835742575166271040e+00,0.000000000000000000e+00
-1.149349821137193306e+00,1.344170755782740256e+00,1.000000000000000000e+00
-1.880774741510187642e+00,1.850102987964593826e+00,0.000000000000000000e+00
-1.667522056329575841e+00,1.522770819739628800e+00,0.000000000000000000e+00
-1.423263587540110509e+00,1.553255037627341739e+00,0.000000000000000000e+00
-1.663551221827735960e+00,9.139096656591643164e-01,1.000000000000000000e+00
-1.911081650990293479e+00,1.409787361910013637e+00,0.000000000000000000e+00
-1.330144362559726012e+00,2.373944499901049721e+00,0.000000000000000000e+00
-1.595173071000419274e+00,1.451715743989808516e+00,0.000000000000000000e+00
-1.143340642576171406e+00,1.412264022639954986e+00,1.000000000000000000e+00
-1.551373782532515788e+00,1.431410883296923897e+00,0.000000000000000000e+00
-1.481518452962048427e+00,1.454923652849741345e+00,0.000000000000000000e+00
-2.002843683477330661e+00,1.337640182271690126e+00,0.000000000000000000e+00
-1.729112943170876049e+00,1.978573991043939273e+00,0.000000000000000000e+00
-1.071580286240651603e+00,1.639974080144289914e+00,0.000000000000000000e+00
-1.486318391736239919e+00,1.612924789669025749e+00,0.000000000000000000e+00
-1.994256817089283373e+00,1.612343039175819337e+00,0.000000000000000000e+00
-1.516022238801882027e+00,1.457059284723807302e+00,0.000000000000000000e+00
-1.470846851647847231e+00,1.482907584486702568e+00,0.000000000000000000e+00
-1.393526755748641710e+00,1.160779993878781280e+00,1.000000000000000000e+00
-1.594873447413529322e+00,1.524831190961907224e+00,0.000000000000000000e+00
-1.701536290409436880e+00,1.786021084975768058e+00,0.000000000000000000e+00
-1.312233027899573745e+00,1.610650358002273075e+00,0.000000000000000000e+00
-1.166743532369345804e+00,1.466232895463524200e+00,1.000000000000000000e+00
-1.127624709750098875e+00,2.127227071601749397e+00,0.000000000000000000e+00
-1.291587346174454920e+00,1.401222646344213230e+00,1.000000000000000000e+00
-1.535397280510608420e+00,1.473659557962628153e+00,0.000000000000000000e+00
-1.752266343803379867e+00,1.012316010423111035e+00,1.000000000000000000e+00
-1.683183609826588878e+00,1.359658287692756762e+00,0.000000000000000000e+00
-1.530983110151921789e+00,1.747979057547491166e+00,0.000000000000000000e+00
-1.593386764274493883e+00,9.701665098036251766e-01,1.000000000000000000e+00
-2.080919572829556419e+00,1.750938431926078342e+00,0.000000000000000000e+00
-1.723729047021894667e+00,1.833161968635372174e+00,0.000000000000000000e+00
-1.513844825107660386e+00,1.534254476447269422e+00,0.000000000000000000e+00
-1.492178649247430933e+00,1.076655136646916588e+00,1.000000000000000000e+00
-1.468382042705614676e+00,1.423281074677593239e+00,1.000000000000000000e+00
-1.452513841689871299e+00,1.613170215822085085e+00,0.000000000000000000e+00
-1.400377444241521330e+00,1.739000490136818122e+00,0.000000000000000000e+00
-1.515064286212455702e+00,1.192504028449310916e+00,1.000000000000000000e+00
-1.429657550145748024e+00,1.116466374786184046e+00,1.000000000000000000e+00
-1.526917574415401102e+00,2.105695229051464334e+00,0.000000000000000000e+00
-1.784588119123119876e+00,1.576686377273720074e+00,0.000000000000000000e+00
-1.495835119334157248e+00,1.659978604094621391e+00,0.000000000000000000e+00
-1.628069054333049825e+00,1.660040720460404184e+00,0.000000000000000000e+00
-1.262555602772901908e+00,1.767012126660693516e+00,0.000000000000000000e+00
-1.726455031314139577e+00,1.470364065243644047e+00,0.000000000000000000e+00
-1.157840219954259009e+00,1.634584584227903648e+00,0.000000000000000000e+00
-1.585311840682079199e+00,1.516566958212902883e+00,0.000000000000000000e+00
-1.691538319084281650e+00,1.831419149507095723e+00,0.000000000000000000e+00
-1.377009842954803664e+00,1.511293734353614582e+00,0.000000000000000000e+00
-1.579853649390140280e+00,1.430490527859575201e+00,0.000000000000000000e+00
-1.544980541116211858e+00,1.340287415610261545e+00,1.000000000000000000e+00
-1.237160403767026517e+00,1.557126481593463563e+00,0.000000000000000000e+00
-1.416890561560900430e+00,1.466336543938680848e+00,0.000000000000000000e+00
-1.593463061883568788e+00,1.474685314276909631e+00,0.000000000000000000e+00
-1.804952511298208329e+00,1.688292163325615602e+00,0.000000000000000000e+00
-1.484761041068764609e+00,1.703137931283173589e+00,0.000000000000000000e+00
-1.498635417076311871e+00,1.550967468775339642e+00,0.000000000000000000e+00
-1.677538662751862697e+00,1.924315057299895049e+00,0.000000000000000000e+00
-1.533914232036086345e+00,1.629661004041007999e+00,0.000000000000000000e+00
-1.382913655726785374e+00,1.972915355048446617e+00,0.000000000000000000e+00
-1.027171726613263392e+00,9.994512413263396677e-01,1.000000000000000000e+00
-1.933492557612687346e+00,1.739972717270420466e+00,0.000000000000000000e+00
